subjID,disc,corr,locModality,locResp,ujdg,audVE,visVE
2,-10,1,2,-11.6220671037667,1,NaN,1.50811926765067
2,-20,-1,2,7.45969270728066,2,NaN,2.32568686009584
2,20,1,1,-22.5352494683628,2,3.36569183707006,NaN
2,0,0,2,-24.0553326171511,1,NaN,-0.584743022175576
2,-20,1,1,-15.7065063196121,2,-11.8693188752151,NaN
2,10,0.5,2,14.2004690156518,2,NaN,-2.04805581298412
2,0,-0.5,1,13.8923150646428,1,-6.33766022150111,NaN
2,-10,0,2,17.432861332242,2,NaN,1.18433650360612
2,-10,-0.5,1,19.5889581980127,2,-5.41295795096931,NaN
2,0,0.5,1,25.1852477259723,1,0.183331576990277,NaN
2,-10,0.5,2,-25.2443421474579,1,NaN,-1.77375255248231
2,-10,-1,1,-10.081500845076,2,-6.24431340067904,NaN
2,-20,0.5,2,1.43949016526865,2,NaN,4.83370005243707
2,0,1,2,-13.393030409569,1,NaN,-0.262844038151648
2,20,-0.5,1,1.85858809856443,2,5.69577554296143,NaN
2,-20,0,2,-8.61384069073939,2,NaN,4.51634568067793
2,20,0,1,-2.82139854019051,2,17.5551617022089,NaN
2,-20,-0.5,2,-23.7383639306621,1,NaN,-0.267774335686518
2,20,-1,1,-21.3775912344751,2,4.52335007095777,NaN
2,20,0.5,2,-1.77625108248033,2,NaN,-6.91025692966514
2,0,0.5,1,25.708025054039,2,0.706108905057015,NaN
2,-20,1,2,-20.2193343413679,2,NaN,3.2512552536077
2,0,-0.5,1,20.1610838598594,1,-0.0688914262845088,NaN
2,10,0,2,25.1289763235343,1,NaN,0.345428819991376
2,10,1,1,-0.401870431633545,2,3.43531701276346,NaN
2,-20,0,1,-8.49638300022376,2,-4.65919555582675,NaN
2,-10,-0.5,2,-11.2206041571047,1,NaN,1.90958221431262
2,0,0,2,-2.78921066088267,2,NaN,0.604999226285741
2,-20,-0.5,1,11.391395379889,2,-8.83857990625487,NaN
2,20,1,1,-6.43920277301757,2,13.9373574693818,NaN
2,-10,0,2,-1.97378312986744,2,NaN,1.42042675730097
2,10,-1,1,5.6905520399562,2,-3.48946317935817,NaN
2,-10,1,2,-2.29056411430113,2,NaN,1.10364577286728
2,10,-0.5,2,4.85495631824562,2,NaN,-0.279049528939199
2,20,0,1,-5.89861189638301,2,14.4779483460164,NaN
2,0,-1,1,-13.8673259381934,1,6.50923430420601,NaN
2,20,-0.5,2,22.1216767326592,2,NaN,-2.66187077088368
2,20,0.5,2,15.4263603472917,2,NaN,-0.822164481344174
2,20,-1,1,13.8625081381652,2,4.68249291885085,NaN
2,-10,-1,2,16.8359908601119,1,NaN,0.587466031475994
2,-20,-1,1,0.801146171083154,2,-8.37886904823121,NaN
2,0,1,2,27.046082237169,1,NaN,2.26253473362613
2,-20,0.5,1,2.41940681325441,2,-6.76060840605996,NaN
2,-10,0.5,2,-14.4460910147165,2,NaN,-1.31590464329917
2,10,0.5,1,6.32277918864274,2,-2.85723603067163,NaN
2,-20,0.5,1,24.4687406497357,2,-0.533175499246298,NaN
2,20,1,2,2.76467020174689,2,NaN,-2.36933564543793
2,-10,-0.5,1,14.8046985019663,2,-5.42527678417765,NaN
2,0,0,2,26.8999302404775,1,NaN,2.11638273693461
2,-10,-1,1,23.5971400361726,2,-1.40477611280941,NaN
2,10,0.5,2,-2.40952121915307,2,NaN,0.98468866801534
2,-10,0.5,2,-13.9356569012513,1,NaN,-0.805470529833938
2,0,-1,1,-25.5992603371889,1,0.301680968243911,NaN
2,10,0,1,22.0607879775149,2,1.83081269137098,NaN
2,-20,-1,2,-2.71590498676424,2,NaN,0.67830490040417
2,20,0.5,2,-4.80388827790359,2,NaN,-1.40967839073517
2,-10,1,1,10.1344454020012,2,-10.0955298841427,NaN
2,10,-1,2,-3.62260035539889,1,NaN,-0.228390468230479
2,-10,0,1,10.2297633656453,1,-10.0002119204986,NaN
2,20,0,1,-6.81271786700584,2,13.5638423753936,NaN
2,-20,1,2,-22.1611440414121,2,NaN,1.3094455535635
2,0,0.5,1,27.0536839214921,1,2.05176777251009,NaN
2,10,-0.5,2,-16.7255943408386,2,NaN,-3.5954079694213
2,10,1,1,0.550727065488213,1,4.38791450988521,NaN
2,20,-0.5,2,-4.05638393382649,2,NaN,-0.662174046658079
2,0,1,1,-11.4128834044918,1,8.96367683790765,NaN
2,0,-0.5,2,26.4041262278124,1,NaN,1.62057872426954
2,20,-1,1,1.58761475936483,2,5.42480220376183,NaN
2,-20,-0.5,2,6.1920952176425,2,NaN,1.05808937045769
2,-20,0,1,12.8260801461089,2,-7.40389514003503,NaN
2,-10,1,2,19.2229227881428,1,NaN,2.97439795950691
2,-10,-1,2,19.1491194155728,1,NaN,2.90059458693688
2,10,-0.5,1,12.1149402541101,2,2.93492503479576,NaN
2,20,-0.5,2,22.2832425454607,2,NaN,-2.50030495808217
2,10,0,1,-26.0158443283316,2,-0.114903022898744,NaN
2,-10,0,1,-23.5657453557717,1,-3.18918511337226,NaN
2,20,0,2,-9.7073025637125,2,NaN,-6.31309267654409
2,20,0.5,2,11.6021436877945,2,NaN,-4.64638114084142
2,0,-0.5,1,8.65818079569266,1,-0.521834423621705,NaN
2,10,-1,1,15.5150815908134,2,-4.71489369533049,NaN
2,0,-1,2,26.3774667487913,1,NaN,1.59391924524844
2,-10,-0.5,1,-10.8577749980781,2,-7.0205875536811,NaN
2,-20,-0.5,2,-2.00409499684749,2,NaN,1.39011489032092
2,-10,0.5,1,8.28972093459842,1,-11.9402543515455,NaN
2,-20,0.5,2,-9.36212518533821,2,NaN,3.76806118607911
2,-20,0,2,-22.937419329538,2,NaN,0.533170265437583
2,0,0.5,1,-16.8210640905635,2,3.5554961518359,NaN
2,0,1,2,-15.7603724437368,1,NaN,-2.63018607231944
2,0,0,1,2.74172236029264,1,-6.43829285902172,NaN
2,-20,-1,2,11.0674575186337,2,NaN,5.93345167144892
2,10,0.5,1,-25.8080479683091,2,0.0928933371237868,NaN
2,-20,1,2,-11.0049841731979,2,NaN,2.12520219821942
2,10,1,1,-4.67507420408292,1,15.7014860383165,NaN
2,20,1,2,-7.13061513463923,1,NaN,-3.73640524747082
2,20,-1,1,-20.7971966402332,2,5.10374466519969,NaN
2,20,0.5,1,11.6104199139755,2,2.43040469466113,NaN
2,0,0,2,28.4432085452195,1,NaN,3.65966104167665
2,-10,0.5,2,21.2999870771522,2,NaN,5.05146224851627
2,20,1,1,2.5673542855653,2,6.4045417299623,NaN
2,0,-0.5,1,-12.6263824798525,1,7.75017776254694,NaN
2,-20,-1,2,9.39042418582688,2,NaN,4.25641833864206
2,10,-1,1,15.5574865693741,2,-4.67248871676983,NaN
2,10,0.5,2,5.59722368595002,2,NaN,0.463217838765202
2,-20,0.5,1,22.372354797161,2,-2.629561351821,NaN
2,10,-0.5,2,-17.3915605426149,2,NaN,-4.26137417119759
2,-20,1,2,-18.9347450899911,2,NaN,4.53584450498451
2,-10,-0.5,1,-4.89364869493928,2,-1.05646125054228,NaN
2,0,1,2,14.6780188484416,2,NaN,-1.57050598019428
2,-10,0,1,5.73704675694788,2,-3.44296846236648,NaN
2,20,-1,2,21.2139724893274,2,NaN,-3.56957501421545
2,-20,-0.5,1,22.0396566405005,2,-2.9622595084815,NaN
2,0,0.5,1,5.63867151022028,2,-3.54134370909408,NaN
2,0,-1,2,-26.9332030044253,1,NaN,-3.46261340944977
2,10,1,1,-26.2640266791986,2,-0.363085373765728,NaN
2,-10,-1,2,-15.6040229661804,1,NaN,-2.47383659476312
2,10,0,2,12.2596144525404,2,NaN,-3.98891037609551
2,20,-0.5,1,5.75349205586836,2,-3.426523163446,NaN
2,20,0,1,7.23973253381481,2,-1.94028268549956,NaN
2,-10,1,2,14.5966752482604,2,NaN,-1.65184958037552
2,-20,0,2,9.17293287722453,2,NaN,4.03892703003971
2,-10,-1,1,8.62508283000173,2,-11.6048924561422,NaN
2,-20,-1,1,-12.8251690006476,2,-8.98798155625057,NaN
2,-20,0.5,2,7.03529137879598,2,NaN,1.90128553161116
2,10,-0.5,2,13.2438958490326,2,NaN,-3.00462897960325
2,-10,1,1,-24.6766763897768,1,-4.30011614737739,NaN
2,0,-0.5,2,-15.2626654828372,1,NaN,-2.13247911141988
2,10,0,1,9.76874543755662,2,0.588730218242256,NaN
2,20,0,2,14.1298924711983,2,NaN,-2.11863235743762
2,20,1,1,-18.9758930270745,2,6.92504827835838,NaN
2,-20,0,2,6.57575093451898,2,NaN,1.44174508733416
2,-10,0.5,1,-24.2967477931938,1,-3.92018755079437,NaN
2,10,1,1,-2.95522978472111,2,0.88195765967589,NaN
2,0,-1,2,-16.1731774070927,1,NaN,-3.04299103567538
2,20,-1,1,-6.6889061271881,2,13.6876541152113,NaN
2,-20,-0.5,2,-2.56257202607958,2,NaN,0.831637861088837
2,10,0.5,2,1.26739898523326,1,NaN,-3.86660686195156
2,-20,1,1,19.5475495202471,2,-5.45436662873493,NaN
2,20,-0.5,2,-6.13462422179421,2,NaN,-2.7404143346258
2,0,0.5,1,-4.04589446507428,1,-0.208707020677279,NaN
2,0,1,1,-4.5858918126847,1,-0.748704368287695,NaN
2,0,0,2,15.0063626593382,1,NaN,-1.24216216929764
2,-10,-0.5,2,9.28809065391405,2,NaN,4.15408480672923
2,20,0.5,1,-6.66464045663423,2,13.7119197857652,NaN
2,10,-1,2,13.4048202141422,1,NaN,-2.84370461449364
2,-10,0,1,-21.1620377268967,1,-0.785477484497317,NaN
2,-10,-0.5,2,18.5942161792404,2,NaN,2.34569135060451
2,-20,-0.5,1,-3.62260035539889,2,-12.8026155747133,NaN
2,-10,0,1,8.61665128824294,2,-11.613323997901,NaN
2,-20,0.5,2,-12.4641454349748,2,NaN,0.666040936442494
2,-10,0.5,2,-14.1262873857478,2,NaN,-0.996101014330502
2,20,0.5,1,-2.27525450474961,2,1.56193293964739,NaN
2,10,0.5,2,-18.4477325447052,2,NaN,-5.31754617328789
2,-20,0,1,-15.717163420554,2,-11.879975976157,NaN
2,10,-0.5,2,-19.2394411124281,2,NaN,-6.10925474101081
2,-20,1,1,7.0582607679546,2,-13.1717145181893,NaN
2,-20,-1,2,7.17496022171594,2,NaN,2.04095437453112
2,0,0.5,1,-25.3965196178824,2,0.504421687550405,NaN
2,20,-0.5,1,0.0737945474699857,2,3.91098199186699,NaN
2,0,-1,2,-24.6260111287825,2,NaN,-1.15542153380698
2,10,1,1,17.3400538612177,2,-2.8899214249262,NaN
2,0,-0.5,2,-4.90221115851162,2,NaN,-1.50800127134321
2,20,-1,1,-3.75653480030989,2,16.6200254420895,NaN
2,20,1,2,5.43232381714672,2,NaN,0.298317969961903
2,20,0,2,20.0111778319394,2,NaN,-4.77236967160351
2,10,-1,1,1.1872520551801,2,5.0244394995771,NaN
2,-10,-1,2,-21.9424262074177,2,NaN,1.52816338755783
2,0,0,1,-22.5900071886178,1,3.310934116815,NaN
2,10,0,1,-7.84189319857036,1,12.534667043829,NaN
2,0,1,2,4.91679855367958,1,NaN,-0.217207293505235
2,-10,1,2,0.9046273076661,1,NaN,4.29883719483451
2,-20,1,1,18.3220170188034,2,-6.67989913017862,NaN
2,-10,-0.5,2,5.8755368644327,1,NaN,0.741531017247879
2,-20,-1,1,8.3616555032332,2,-11.8683197829107,NaN
2,20,0.5,1,-10.7915142091378,2,9.58504603326157,NaN
2,-20,0.5,2,7.71739262638646,2,NaN,2.58338677920164
2,10,1,1,-4.61541017998284,2,15.7611500624166,NaN
2,0,-0.5,2,4.702046632032,1,NaN,-0.431959215152822
2,20,-1,1,7.5316034496048,2,-1.64841176970957,NaN
2,10,-1,2,26.2912520171012,2,NaN,1.50770451355828
2,0,0,2,6.32593499494436,2,NaN,1.19192914775954
2,0,-1,1,-17.333067675768,2,3.04349256663145,NaN
2,-20,0,2,7.83217415776169,2,NaN,2.69816831057687
2,-10,1,1,-23.3374834334506,1,-2.96092319105121,NaN
2,0,0.5,1,24.8933844929513,1,-0.108531656030713,NaN
2,-20,-0.5,2,5.93337886364848,2,NaN,0.799373016463663
2,-10,0.5,2,-18.6220483587104,2,NaN,4.84854123626516
2,20,-0.5,1,-22.8077881223857,2,3.09315318304717,NaN
2,10,0,2,-18.4209938045409,2,NaN,-5.29080743312362
2,0,1,1,4.75757151177716,1,-4.42244370753721,NaN
2,10,-0.5,1,-18.485382671621,2,7.41555863381182,NaN
2,20,1,2,-1.31752822847281,2,NaN,-6.45153407565763
2,-10,-1,1,17.2261711067329,1,-7.77574504224905,NaN
2,10,0.5,2,-15.8816144230206,1,NaN,-2.75142805160328
2,20,0,2,-4.69189255072429,2,NaN,-1.29768266355588
2,-10,0,1,-24.3315020706729,1,-3.95494182827352,NaN
2,10,1,1,-1.11220987448537,2,2.72497756991163,NaN
2,20,0.5,2,25.2111412850746,2,NaN,0.427593781531701
2,-10,-0.5,1,-0.4021898729975,1,-9.58220509231187,NaN
2,20,1,2,1.02726392133623,1,NaN,-4.10674192584858
2,-20,1,1,9.7737095295798,2,-10.4562657565641,NaN
2,10,-1,2,15.0224555954364,2,NaN,-1.2260692331995
2,10,0,1,-3.19062981883576,1,17.1859304235636,NaN
2,0,1,2,-15.2903125501843,1,NaN,-2.16012617876698
2,-20,-1,1,7.97697193686747,2,-12.2530033492765,NaN
2,0,-1,2,26.4822392670371,1,NaN,1.69869176349427
2,-20,-0.5,2,7.92025591682415,2,NaN,2.78625006963934
2,10,0.5,1,19.6195755776177,2,-0.610399708526185,NaN
2,-20,0.5,1,21.3720508046774,2,-3.62986534430455,NaN
2,0,0,2,-3.93589774964558,1,NaN,-0.541687862477168
2,10,-0.5,1,-20.6281017084389,1,5.27283959699398,NaN
2,20,0,2,0.5663789753302,2,NaN,-4.56762687185462
2,20,-1,2,16.871688484277,2,NaN,-7.91185901926587
2,-10,-1,1,20.002433869163,2,-4.99948227981895,NaN
2,0,-0.5,2,-14.7825999419684,1,NaN,-1.65241357055106
2,-10,1,1,-15.2287655956823,2,-11.3915781512853,NaN
2,-10,0,2,-3.14731642652699,2,NaN,0.246893460641424
2,20,-0.5,1,14.4961089017885,2,5.31609368247414,NaN
2,-20,0,2,-1.32008253144822,2,NaN,2.07412735572019
2,0,0.5,1,-16.3686451931829,1,4.00791504921652,NaN
2,-10,0.5,2,-16.3212859192261,1,NaN,-3.19109954780881
2,20,-1,1,1.06079577891732,1,4.89798322331432,NaN
2,10,0,1,-4.46874665349839,2,-0.63155920910139,NaN
2,10,-0.5,2,14.9371950869044,2,NaN,-1.31132974173152
2,20,0,1,-6.04523540169943,2,14.3313248407,NaN
2,-20,0.5,2,-9.75633455971267,2,NaN,3.37385181170465
2,-10,-0.5,2,-13.8733479069559,1,NaN,-0.743161535538603
2,-10,0.5,1,8.72498345453706,1,-11.5049918316069,NaN
2,-10,0,2,-11.0234519666361,1,NaN,2.10673440478117
2,0,0.5,1,5.97098546290784,1,-3.20902975640653,NaN
2,-10,-1,2,-25.226306132738,1,NaN,-1.75571653776247
2,0,-0.5,1,-16.8122825392716,1,3.56427770312781,NaN
2,-20,-1,1,7.94783251457837,2,-12.2821427715656,NaN
2,-10,1,2,5.80029269193145,1,NaN,0.666286844746632
2,0,1,1,-13.889605660737,1,6.48695458166245,NaN
2,20,1,2,7.29568586958517,2,NaN,2.16168002240035
2,10,1,2,6.31709864024172,1,NaN,1.18309279305691
2,0,0,1,-24.6605840712497,1,1.24035723418316,NaN
2,20,0.5,2,27.3667331162719,2,NaN,2.58318561272907
2,0,-1,1,-26.3864400631597,1,-0.485498757726837,NaN
2,-20,0,2,-11.466282389372,2,NaN,1.66390398204536
2,20,-0.5,1,-20.2345229530177,2,5.66641835241513,NaN
2,-20,1,1,4.30773022955501,2,-4.87228498975936,NaN
2,10,-1,2,27.264345792233,2,NaN,2.48079828869013
2,-20,-0.5,1,11.9575741375666,2,-8.27240114857732,NaN
2,10,0.5,2,-19.9660372702379,2,NaN,-6.83585089882057
2,0,-0.5,1,-15.6392817197308,1,4.73727852266864,NaN
2,0,0.5,2,17.4189025913447,1,NaN,1.17037776270885
2,20,-1,2,4.2772341572287,2,NaN,-0.85677168995612
2,20,0,1,-21.1909257357111,2,4.71001556972172,NaN
2,-20,0,2,-2.48350020699993,2,NaN,0.910709680168488
2,20,-0.5,1,-19.8098213057129,2,6.09111999971999,NaN
2,-10,-1,2,13.6874267587526,2,NaN,-2.5610980698833
2,0,-1,1,-4.5595454025048,1,-0.722357958107799,NaN
2,10,1,2,14.021088925143,1,NaN,-2.2274359034929
2,10,0,1,-8.89687430646309,2,11.4796859359363,NaN
2,-20,0.5,1,21.2891714131497,2,-3.71274473583234,NaN
2,-10,1,2,16.7168039664771,1,NaN,0.468279137841211
2,10,0.5,1,-0.963391788599287,2,2.87379565579771,NaN
2,-10,0.5,2,-23.8517644556864,1,NaN,-0.381174860710821
2,-20,-0.5,2,-3.24858760952688,2,NaN,0.145622277641533
2,20,0.5,1,4.96848351521191,2,-4.21153170410245,NaN
2,-20,-1,1,4.2248133692071,2,-4.95520185010727,NaN
2,10,-1,2,25.6719651872749,2,NaN,0.888417683732072
2,-10,0,2,-13.6385622421588,2,NaN,-0.508375870741499
2,10,-0.5,1,5.70700001342064,2,-3.47301520589373,NaN
2,0,0,2,-2.38082029603707,1,NaN,1.01338959113134
2,0,1,1,27.5207133293028,1,2.51879718032084,NaN
2,20,1,2,-7.59752683312415,2,NaN,-4.20331694595574
2,-10,-0.5,1,-22.5652217673951,1,-2.18866152499567,NaN
2,-20,1,2,-0.858316994551966,2,NaN,2.53589289261645
2,-10,0.5,1,-24.8165832142024,1,-4.44002297180299,NaN
2,-20,0.5,1,10.5910138084242,2,-9.63896147771976,NaN
